system:index,area_km2,class,class_color,classe,nome,territory,year,.geo
1_5_13,0.024092151855468754,199.0,9D9D9C,Outras Sobreposições Com CAR,Placas,1505650.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_0,0.004465689819335938,5.0,A85529,Glebas Públicas - FPND Sem CAR,Porto de Moz,1505908.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_1,0.2716402185668947,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Porto de Moz,1505908.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_2,0.02948787939453125,14.0,E5E5E5,Áreas Urbanas Sem CAR,Porto de Moz,1505908.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_3,0.016968850769042972,104.0,7F3822,Glebas Públicas Com CAR,Porto de Moz,1505908.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_4,8.931553344726562E-4,105.0,A85529,Glebas Públicas - FPND Com CAR,Porto de Moz,1505908.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_5,0.09828945043945297,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Porto de Moz,1505908.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_6,0.008041213623046875,109.0,EE2918,Assentamento-A Com CAR,Porto de Moz,1505908.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_7,0.07503631396484378,110.0,5EDC40,Assentamento-B Com CAR,Porto de Moz,1505908.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_8,8.385728107299832,111.0,008148,UCUS Com CAR,Porto de Moz,1505908.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_9,0.7952292230224621,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Porto de Moz,1505908.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_10,0.0017871448974609377,114.0,E5E5E5,Áreas Urbanas Com CAR,Porto de Moz,1505908.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_11,0.013400997192382812,115.0,41BBD9,Massas d'água Com CAR,Porto de Moz,1505908.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_0,0.07039699725341801,1.0,DBA303,Terra Indígena Homologada Sem CAR,Senador José Porfírio,1507805.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_1,0.035717996765136706,9.0,EE2918,Assentamento-A Sem CAR,Senador José Porfírio,1507805.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_2,0.0053518181762695315,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Senador José Porfírio,1507805.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_3,0.00980983349609375,15.0,41BBD9,Massas d'água Sem CAR,Senador José Porfírio,1507805.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_4,0.024112762573242186,104.0,7F3822,Glebas Públicas Com CAR,Senador José Porfírio,1507805.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_5,0.08661130261230471,105.0,A85529,Glebas Públicas - FPND Com CAR,Senador José Porfírio,1507805.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_6,0.07947590905761717,109.0,EE2918,Assentamento-A Com CAR,Senador José Porfírio,1507805.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_7,0.03482319097900391,111.0,008148,UCUS Com CAR,Senador José Porfírio,1507805.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_0,0.5593003079833986,4.0,7F3822,Glebas Públicas Sem CAR,Uruará,1508159.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_1,0.024978329162597658,5.0,A85529,Glebas Públicas - FPND Sem CAR,Uruará,1508159.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_2,0.19002201269531277,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Uruará,1508159.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_3,0.008028787353515626,9.0,EE2918,Assentamento-A Sem CAR,Uruará,1508159.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_4,0.0740555272216797,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Uruará,1508159.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_5,5.333758777770992,104.0,7F3822,Glebas Públicas Com CAR,Uruará,1508159.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_6,0.19000937829589848,105.0,A85529,Glebas Públicas - FPND Com CAR,Uruará,1508159.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_7,4.169727104370119,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Uruará,1508159.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_8,0.24178199029541045,109.0,EE2918,Assentamento-A Com CAR,Uruará,1508159.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_9,0.11420151831054697,110.0,5EDC40,Assentamento-B Com CAR,Uruará,1508159.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_10,0.4532807589111313,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Uruará,1508159.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_0,0.09195608392333982,4.0,7F3822,Glebas Públicas Sem CAR,Vitória do Xingu,1508357.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_1,0.008033498657226563,5.0,A85529,Glebas Públicas - FPND Sem CAR,Vitória do Xingu,1508357.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_2,0.07677734332275397,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Vitória do Xingu,1508357.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_3,0.008034959716796875,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Vitória do Xingu,1508357.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_4,0.5651508917846683,104.0,7F3822,Glebas Públicas Com CAR,Vitória do Xingu,1508357.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_5,0.9758348047485358,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Vitória do Xingu,1508357.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_6,0.09462383886718746,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Vitória do Xingu,1508357.0,1986,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_0,6.274612805603129,1.0,DBA303,Terra Indígena Homologada Sem CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_1,0.025621087646484374,3.0,F14A74,Área Militar Sem CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_2,12.25408802459716,4.0,7F3822,Glebas Públicas Sem CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_3,0.9510961905517585,5.0,A85529,Glebas Públicas - FPND Sem CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_4,1.1362866813354477,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_5,0.012492992004394531,9.0,EE2918,Assentamento-A Sem CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_6,0.054191665954589824,11.0,008148,UCUS Sem CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_7,0.21768782244873044,12.0,21B8A1,UCPI Sem CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_8,0.860238366027831,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_9,0.5928420172119145,14.0,E5E5E5,Áreas Urbanas Sem CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_10,1.2673897537231462,15.0,41BBD9,Massas d'água Sem CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_11,70.47688774157812,104.0,7F3822,Glebas Públicas Com CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_12,1.4884079407958986,105.0,A85529,Glebas Públicas - FPND Com CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_13,43.6006913991702,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_14,2.592128199584961,109.0,EE2918,Assentamento-A Com CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_15,0.286474396057129,110.0,5EDC40,Assentamento-B Com CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_16,1.1846565061035235,111.0,008148,UCUS Com CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_17,0.330220488952637,112.0,21B8A1,UCPI Com CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_18,4.68074150335694,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_19,0.22920342779540978,114.0,E5E5E5,Áreas Urbanas Com CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_20,0.11390499890136718,115.0,41BBD9,Massas d'água Com CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_21,0.0017850928344726562,199.0,9D9D9C,Outras Sobreposições Com CAR,Altamira,1500602.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_0,0.051666695983886714,1.0,DBA303,Terra Indígena Homologada Sem CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_1,0.18919729992675802,4.0,7F3822,Glebas Públicas Sem CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_2,0.005355203979492187,5.0,A85529,Glebas Públicas - FPND Sem CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_3,0.040157190856933596,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_4,0.07763703424072262,14.0,E5E5E5,Áreas Urbanas Sem CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_5,2.4034192885131827,104.0,7F3822,Glebas Públicas Com CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_6,0.02142084106445312,105.0,A85529,Glebas Públicas - FPND Com CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_7,0.6526082178955088,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_8,1.0020679356689415,109.0,EE2918,Assentamento-A Com CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_9,0.13033048376464848,110.0,5EDC40,Assentamento-B Com CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_10,0.073109048828125,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_11,8.924686279296875E-4,114.0,E5E5E5,Áreas Urbanas Com CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_12,8.92671875E-4,199.0,9D9D9C,Outras Sobreposições Com CAR,Anapu,1500859.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_0,0.41937245233154297,1.0,DBA303,Terra Indígena Homologada Sem CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_1,5.187117933715822,4.0,7F3822,Glebas Públicas Sem CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_2,0.06516368328857422,5.0,A85529,Glebas Públicas - FPND Sem CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_3,1.1413835814208968,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_4,0.3820567069702147,9.0,EE2918,Assentamento-A Sem CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_5,0.04462535565185547,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_6,0.026775258850097662,14.0,E5E5E5,Áreas Urbanas Sem CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_7,56.9453885364384,104.0,7F3822,Glebas Públicas Com CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_8,0.9148856315917971,105.0,A85529,Glebas Públicas - FPND Com CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_9,31.588193078491134,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_10,14.633700323059099,109.0,EE2918,Assentamento-A Com CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_11,0.010715739990234374,110.0,5EDC40,Assentamento-B Com CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_12,0.01874424377441406,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_13,0.025882615295410152,114.0,E5E5E5,Áreas Urbanas Com CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_14,0.13031539379882823,199.0,9D9D9C,Outras Sobreposições Com CAR,Brasil Novo,1501725.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_0,1.461569688903807,1.0,DBA303,Terra Indígena Homologada Sem CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_1,7.7977828410034205,4.0,7F3822,Glebas Públicas Sem CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_2,0.3034281627807616,5.0,A85529,Glebas Públicas - FPND Sem CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_3,0.4818896471557618,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_4,1.4663808248291026,9.0,EE2918,Assentamento-A Sem CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_5,0.3042925471801756,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_6,0.5613155397949214,14.0,E5E5E5,Áreas Urbanas Sem CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_7,0.014276119689941408,101.0,DBA303,Terra Indígena Homologada Com CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_8,49.52617430316176,104.0,7F3822,Glebas Públicas Com CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_9,0.797851785949707,105.0,A85529,Glebas Públicas - FPND Com CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_10,14.422581538818418,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_11,18.0339256561279,109.0,EE2918,Assentamento-A Com CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_12,0.409610557250977,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_13,0.03569595404052734,114.0,E5E5E5,Áreas Urbanas Com CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_14,0.610504023864748,199.0,9D9D9C,Outras Sobreposições Com CAR,Medicilândia,1504455.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_0,1.2544863276977554,4.0,7F3822,Glebas Públicas Sem CAR,Pacajá,1505486.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_1,0.010705905029296876,5.0,A85529,Glebas Públicas - FPND Sem CAR,Pacajá,1505486.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_2,0.2658942321166987,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Pacajá,1505486.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_3,0.09101058477783198,9.0,EE2918,Assentamento-A Sem CAR,Pacajá,1505486.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_4,0.5253783677978505,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Pacajá,1505486.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_5,8.94628854376219,104.0,7F3822,Glebas Públicas Com CAR,Pacajá,1505486.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_6,0.029446343139648442,105.0,A85529,Glebas Públicas - FPND Com CAR,Pacajá,1505486.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_7,5.416734728576656,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Pacajá,1505486.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_8,6.367237137207036,109.0,EE2918,Assentamento-A Com CAR,Pacajá,1505486.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_9,4.198615788818347,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Pacajá,1505486.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_10,0.008922067626953124,114.0,E5E5E5,Áreas Urbanas Com CAR,Pacajá,1505486.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_11,0.019625622314453122,199.0,9D9D9C,Outras Sobreposições Com CAR,Pacajá,1505486.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_0,0.01872177172851562,1.0,DBA303,Terra Indígena Homologada Sem CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_1,6.227401839294439,4.0,7F3822,Glebas Públicas Sem CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_2,0.5146953613281253,5.0,A85529,Glebas Públicas - FPND Sem CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_3,0.2417382862548828,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_4,0.06956336083984375,9.0,EE2918,Assentamento-A Sem CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_5,2.599258251708978,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_6,0.1605570608520509,14.0,E5E5E5,Áreas Urbanas Sem CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_7,26.447771817321552,104.0,7F3822,Glebas Públicas Com CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_8,1.3264219220581057,105.0,A85529,Glebas Públicas - FPND Com CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_9,18.248560976928687,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_10,1.3647639843139652,109.0,EE2918,Assentamento-A Com CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_11,0.09993878582763666,110.0,5EDC40,Assentamento-B Com CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_12,0.28552915728759753,111.0,008148,UCUS Com CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_13,14.965949181335375,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_14,0.06243928277587892,114.0,E5E5E5,Áreas Urbanas Com CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_15,8.923834228515625E-4,115.0,41BBD9,Massas d'água Com CAR,Placas,1505650.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_0,0.7688749927368179,4.0,7F3822,Glebas Públicas Sem CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_1,0.1875630169067383,5.0,A85529,Glebas Públicas - FPND Sem CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_2,6.434426863769606,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_3,0.7845081253662111,15.0,41BBD9,Massas d'água Sem CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_4,0.33578792279052794,99.0,9D9D9C,Outras Sobreposições Sem CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_5,2.073554151306155,104.0,7F3822,Glebas Públicas Com CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_6,0.08484421978759765,105.0,A85529,Glebas Públicas - FPND Com CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_7,0.6055432607421873,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_8,0.07773207281494138,109.0,EE2918,Assentamento-A Com CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_9,0.15275023962402362,110.0,5EDC40,Assentamento-B Com CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_10,135.1824536978759,111.0,008148,UCUS Com CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_11,7.534231886230459,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_12,1.1678863480834967,115.0,41BBD9,Massas d'água Com CAR,Porto de Moz,1505908.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_7_0,0.037444804931640624,1.0,DBA303,Terra Indígena Homologada Sem CAR,Senador José Porfírio,1507805.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_7_1,0.26165072021484376,4.0,7F3822,Glebas Públicas Sem CAR,Senador José Porfírio,1507805.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_7_2,0.00267927099609375,5.0,A85529,Glebas Públicas - FPND Sem CAR,Senador José Porfírio,1507805.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_7_3,0.019643667297363276,9.0,EE2918,Assentamento-A Sem CAR,Senador José Porfírio,1507805.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_7_4,8.325240208740196,11.0,008148,UCUS Sem CAR,Senador José Porfírio,1507805.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_7_5,0.012502016479492187,12.0,21B8A1,UCPI Sem CAR,Senador José Porfírio,1507805.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_7_6,0.047333666259765685,14.0,E5E5E5,Áreas Urbanas Sem CAR,Senador José Porfírio,1507805.0,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
